nschools,time
7,0.001600209
87,9.00531858
16,0.020769409
77,6.576817392
80,5.702407809
43,0.660500934
2,0.000108801
71,3.652211696
4,0.000227917
73,3.92586978
45,0.951016363
46,0.861291498
58,1.876932669
2,0.000101465
36,0.493819493
4,0.000293763
82,8.391864603
82,6.203890847
34,0.295063995
5,0.000651309
77,4.856475927
75,4.849228332
9,0.004050447
48,1.033986078
82,6.130705698
87,7.189627744
69,4.641312609
39,0.423939269
33,0.3321843
28,0.134920768
39,0.477073045
70,3.508132288
26,0.109869664
60,3.625745029
67,3.649927266
86,7.747571331
92,10.121243434
8,0.001170019
9,0.003870169
28,0.132447608
3,9.6164e-5
50,1.153645442
3,0.00011611
16,0.018439504
25,0.076535855
52,1.13945405
36,0.301510163
98,13.453676798
39,0.464910485
25,0.09216885
47,0.618167785
88,8.142888487
13,0.015524508
28,0.177155704
73,5.6468063
23,0.089785752
46,0.796669119
36,0.313433369
28,0.17494682
83,7.824013916
80,6.454403397
66,3.291182173
44,0.64617296
81,5.32656905
16,0.01120799
88,9.191706683
42,0.452921016
62,2.06090162
55,1.670788601
59,1.746169843
29,0.126964647
91,9.257636532
48,0.747968054
29,0.194106128
44,0.58806592
55,1.950909413
42,0.53187496
67,3.164926223
27,0.147707896
40,0.594488964
91,12.314742077
68,3.748413506
28,0.122206444
73,3.281471314
7,0.00105997
35,0.382048955
38,0.380021355
95,11.928785499
85,8.070670987
21,0.043895432
67,2.865438515
56,1.940188348
8,0.002916256
63,2.771867269
80,4.792929678
91,7.589675307
33,0.16477738
66,3.536225057
96,10.187416092
61,2.280397446
24,0.073969175
69,3.927233397
91,11.75321062
91,10.4400605
84,5.713431676
94,12.089701167
87,8.050360779
89,9.084181316
81,5.534252244
8,0.002777221
68,3.021132427
11,0.013207057
49,1.19228848
83,6.893706991
46,1.067830283
29,0.158781304
55,2.007683063
94,16.161950902
73,5.150839973
62,3.112285126
8,0.002348681
74,4.266640533
83,5.627379771
64,2.276261472
83,8.720040858
34,0.276444364
32,0.269823081
5,0.000521921
33,0.280860993
82,8.382298379
23,0.083040074
22,0.063843759
89,10.674736782
14,0.01545765
63,2.294168144
31,0.160639853
61,2.180272493
60,1.524599379
72,3.897508313
29,0.219232531
84,7.313186241
94,11.466573004
6,0.001422367
17,0.030518543
68,3.094631623
91,9.105656826
98,14.15795332
32,0.245552083
40,0.613619912
48,1.171596954
85,6.658495801
8,0.002504692
84,8.230776817
31,0.346597317
9,0.003804573
57,2.463819036
61,1.869316756
21,0.057222215
64,3.205962019
69,4.136613995
49,1.170528121
67,3.371644042
3,0.000140662
40,0.74825979
3,9.7427e-5
47,1.045070902
5,0.000837647
57,1.338993046
24,0.114894294
26,0.10992404
68,3.303893651
8,0.001777763
14,0.014967008
92,13.574767069
28,0.196896133
33,0.271941965
94,9.85949357
87,9.872496288
21,0.325170774
65,7.139817388
70,4.940057523
27,0.198707596
28,0.186557066
17,0.035006462
61,2.518127161
7,0.001438517
57,2.361617568
20,0.228831219
78,6.781262953
42,1.056063324
87,6.427711712
10,0.006178434
93,13.043913281
65,3.2027261
46,0.802085977
36,0.354609819
77,6.017829728
89,11.147353119
64,2.491917675
36,0.353801327
87,8.350161005
73,4.553324503
28,0.186258863
42,0.494011202
51,1.306853373
14,0.028967534
72,4.941632993
34,0.329117373
81,5.82443247
80,6.034139167
41,0.435224138
80,5.63827056
85,7.599001167
92,11.564895043
24,0.07651264
63,2.940570087
92,11.629229113
7,0.000863124
62,1.834431806
38,0.455732823
17,0.025269616
94,11.918967767
5,0.000317179
79,5.692637381
8,0.002129525
83,8.052599037
25,0.066085694
72,3.639049796
78,4.683640076
97,10.96268959
92,10.018475546
48,0.963718809
32,0.218740497
46,0.64971659
80,8.255905331
14,0.01462566
54,1.533993025
66,3.428714687
78,5.830891903
11,0.015036002
28,0.117587933
48,0.939454383
33,0.247313528
62,2.582483873
48,1.098425253
91,11.104605716
70,4.059570454
14,0.011928226
95,11.113761574
71,3.270917859
87,9.918853981
20,0.061453492
16,0.042367806
78,6.019755462
37,0.473110923
73,4.222010161
21,0.038405676
38,0.413905498
16,0.01431397
68,3.781574317
35,0.390526968
77,4.996516738
51,1.059531173
62,2.462870461
79,5.925287617
90,7.700934107
52,1.290004477
26,0.142765916
76,4.124929049
43,0.689112711
15,0.009776384
81,5.859278167
24,0.084756072
95,10.621147505
45,0.741146446
90,8.625415016
3,0.000331248
78,5.082081388
2,0.000182012
7,0.003559501
35,0.307303989
82,5.565662445
65,2.504309646
18,0.031106469
10,0.00386496
74,3.529365684
88,6.374179593
98,9.725958694
39,0.385377682
55,1.617224633
86,6.250681635
58,1.842485597
96,9.914713039
15,0.007729467
68,3.815266063
46,0.963439834
32,0.225969099
76,4.140485049
75,3.518209799
