C,time
92.0,0.005825561
109.0,0.008571128
113.0,0.009700093
47.0,0.001383927
35.0,0.000499709
123.0,0.011891194
111.0,0.009245838
131.0,0.014100971
122.0,0.011471362
99.0,0.006667736
48.0,0.001145277
106.0,0.008090369
77.0,0.003555747
97.0,0.006506183
79.0,0.003733435
112.0,0.009083103
54.0,0.001646266
138.0,0.019402032
109.0,0.008698233
63.0,0.002195346
116.0,0.010766488
77.0,0.003687671
88.0,0.004950819
138.0,0.01683615
107.0,0.008424358
69.0,0.002688861
29.0,0.000480706
31.0,0.000563387
95.0,0.005966236
85.0,0.004628075
30.0,0.000515431
34.0,0.000693679
28.0,0.000444091
125.0,0.013227265
66.0,0.002571745
94.0,0.006110122
100.0,0.006934338
90.0,0.005165392
126.0,0.01333103
77.0,0.003572251
89.0,0.005134784
108.0,0.00852094
119.0,0.011122629
108.0,0.008398938
128.0,0.013734983
46.0,0.001136462
69.0,0.003366641
26.0,0.00025663
70.0,0.002744345
56.0,0.002474729
85.0,0.004581427
96.0,0.006207194
150.0,0.025375542
90.0,0.005348398
118.0,0.010767911
116.0,0.010159137
45.0,0.001195262
106.0,0.008215218
24.0,0.000241555
137.0,0.016565836
61.0,0.002081346
124.0,0.012208369
25.0,0.000276366
23.0,0.000262342
144.0,0.021960655
87.0,0.00491029
132.0,0.014759162
99.0,0.006959394
149.0,0.024958891
108.0,0.0085049
80.0,0.00388179
28.0,0.000435846
79.0,0.003709128
45.0,0.001443947
90.0,0.005567146
24.0,0.000296126
95.0,0.006081367
73.0,0.003224494
141.0,0.020896818
80.0,0.003881449
40.0,0.000694655
91.0,0.005611219
88.0,0.005167134
86.0,0.004802125
92.0,0.005542012
46.0,0.001048224
99.0,0.00700944
150.0,0.025655186
130.0,0.013935524
68.0,0.002584027
70.0,0.004207354
48.0,0.00114277
114.0,0.009684032
36.0,0.000545785
96.0,0.0063073
137.0,0.016818072
150.0,0.02559462
28.0,0.000335921
41.0,0.000819867
137.0,0.017106769
84.0,0.004501755
34.0,0.000685582
97.0,0.006602481
146.0,0.023310188
38.0,0.000774233
145.0,0.021114154
98.0,0.006725218
39.0,0.000774202
119.0,0.010656705
52.0,0.001564892
71.0,0.002915225
85.0,0.004502588
93.0,0.005731363
113.0,0.009843802
138.0,0.016887545
30.0,0.000379648
138.0,0.019414047
107.0,0.00812593
44.0,0.001364007
130.0,0.013744863
127.0,0.013400828
21.0,0.000165931
121.0,0.01145775
25.0,0.000291973
31.0,0.00038012
82.0,0.004199997
99.0,0.007096612
22.0,0.000180778
89.0,0.005250163
81.0,0.004352714
98.0,0.006443644
108.0,0.008483032
98.0,0.006449263
20.0,0.000144738
71.0,0.003107083
116.0,0.010433835
50.0,0.001263463
119.0,0.01104279
92.0,0.005480497
65.0,0.003147151
62.0,0.002188545
81.0,0.005358687
58.0,0.001886406
137.0,0.017037393
69.0,0.002714137
56.0,0.00189164
100.0,0.007320735
114.0,0.009967058
133.0,0.016391353
90.0,0.005101341
64.0,0.002212895
134.0,0.015123156
45.0,0.001126346
33.0,0.000640365
34.0,0.00069495
64.0,0.002287009
25.0,0.000293325
144.0,0.022415409
23.0,0.000204289
113.0,0.009501802
127.0,0.013219453
40.0,0.000946004
65.0,0.002500492
36.0,0.000799942
105.0,0.008181952
50.0,0.001255333
135.0,0.016282486
64.0,0.002544807
90.0,0.005346895
31.0,0.000568582
27.0,0.000276965
135.0,0.015947791
111.0,0.00908693
84.0,0.004429694
30.0,0.000364929
35.0,0.000491773
80.0,0.004209699
80.0,0.003999301
135.0,0.016222539
75.0,0.003355913
48.0,0.001584671
145.0,0.022755052
134.0,0.015288501
38.0,0.000744771
72.0,0.003109984
63.0,0.002560021
44.0,0.001363977
117.0,0.010739754
53.0,0.001444442
92.0,0.005704732
95.0,0.006409752
48.0,0.00146394
53.0,0.002110055
112.0,0.00909877
103.0,0.007413157
124.0,0.011933694
24.0,0.000272677
117.0,0.010222524
108.0,0.008354017
41.0,0.001110277
140.0,0.020017538
26.0,0.000254869
122.0,0.011527397
150.0,0.025285014
98.0,0.00660153
131.0,0.014129065
124.0,0.012048159
110.0,0.008723289
20.0,0.000173757
133.0,0.015139583
108.0,0.008659273
71.0,0.002835427
126.0,0.012836112
119.0,0.011389568
26.0,0.000250577
70.0,0.002765199
121.0,0.011413476
48.0,0.001131267
50.0,0.001506416
136.0,0.015957018
58.0,0.001986347
36.0,0.000550036
56.0,0.001744805
133.0,0.015120576
52.0,0.001512004
139.0,0.019992754
21.0,0.000162312
120.0,0.011015888
43.0,0.001023983
88.0,0.004987438
45.0,0.001406201
136.0,0.018514503
82.0,0.004137558
89.0,0.005027617
