C,time
73.0,0.001911017
47.0,0.000669801
108.0,0.005431329
34.0,0.000263947
75.0,0.002099702
89.0,0.004203954
149.0,0.014577833
116.0,0.00742462
135.0,0.011408263
93.0,0.003389254
32.0,0.000246135
98.0,0.005302152
76.0,0.00220305
111.0,0.006685771
49.0,0.000676179
150.0,0.014833464
122.0,0.008910853
139.0,0.012824985
102.0,0.005337972
85.0,0.00326926
144.0,0.014226795
139.0,0.011602136
43.0,0.000557807
129.0,0.010378386
118.0,0.008059219
106.0,0.005185984
59.0,0.001022043
68.0,0.001429871
141.0,0.013112754
122.0,0.007726989
131.0,0.010158389
44.0,0.000554309
110.0,0.006349238
137.0,0.011557716
120.0,0.007679818
