C,time
109.0,0.004823176
81.0,0.002475863
45.0,0.000617336
102.0,0.003871108
79.0,0.001990565
148.0,0.009095381
114.0,0.004499295
91.0,0.002545402
142.0,0.00777339
70.0,0.001297711
144.0,0.007981609
66.0,0.001278383
96.0,0.003681147
112.0,0.004718984
82.0,0.001947785
51.0,0.000592963
44.0,0.00040071
43.0,0.000382277
55.0,0.000682412
50.0,0.000550471
56.0,0.000684982
102.0,0.003258166
53.0,0.000690425
111.0,0.003993848
107.0,0.003661501
106.0,0.004416194
68.0,0.001559151
112.0,0.005695643
79.0,0.00201381
122.0,0.007051411
105.0,0.004232504
102.0,0.004194827
74.0,0.00201796
107.0,0.004273902
34.0,0.00027157
114.0,0.00558279
97.0,0.003346177
57.0,0.000909107
45.0,0.000544885
117.0,0.005809761
118.0,0.005871781
136.0,0.008908792
77.0,0.001554517
122.0,0.00522476
125.0,0.006654687
72.0,0.00160824
81.0,0.002491999
88.0,0.002427972
38.0,0.000349717
25.0,0.000141512
88.0,0.002690269
82.0,0.002516458
66.0,0.001475534
24.0,0.000139176
42.0,0.000472606
82.0,0.002498889
36.0,0.000312367
90.0,0.002818533
127.0,0.007383124
100.0,0.003704477
54.0,0.000837206
42.0,0.000463985
142.0,0.010101218
63.0,0.001112667
141.0,0.00958106
93.0,0.00309451
36.0,0.000370334
84.0,0.002737682
131.0,0.007561903
96.0,0.003795544
140.0,0.008965112
61.0,0.001211249
29.0,0.000171135
50.0,0.000605647
95.0,0.003273398
87.0,0.002891053
100.0,0.004290362
133.0,0.008087233
56.0,0.000975002
30.0,0.000265505
32.0,0.000261063
95.0,0.003027709
59.0,0.000997052
72.0,0.001799419
66.0,0.001519307
52.0,0.000832732
140.0,0.008808688
130.0,0.007042699
74.0,0.001708372
63.0,0.001251929
44.0,0.000582783
67.0,0.001575441
139.0,0.00904789
98.0,0.00364547
125.0,0.005362084
108.0,0.003735661
114.0,0.004216086
109.0,0.003783808
136.0,0.006798513
46.0,0.000477582
117.0,0.004654581
52.0,0.000665091
70.0,0.001193968
138.0,0.007252033
121.0,0.006399144
103.0,0.00408236
142.0,0.00938355
65.0,0.001198445
84.0,0.002575764
75.0,0.002066337
148.0,0.010894015
78.0,0.001783116
111.0,0.00480444
29.0,0.000219421
111.0,0.005601975
103.0,0.003319533
56.0,0.000758555
137.0,0.007060883
43.0,0.000420944
66.0,0.001071102
71.0,0.00124866
98.0,0.002896306
140.0,0.007471695
67.0,0.00110033
84.0,0.002286031
82.0,0.002249525
34.0,0.000313373
26.0,0.000159725
115.0,0.00571842
138.0,0.007164659
118.0,0.004638436
75.0,0.001486887
133.0,0.006617984
128.0,0.005738172
54.0,0.000640553
65.0,0.001155871
45.0,0.000432207
108.0,0.003685962
21.0,0.000123043
88.0,0.002224801
117.0,0.004537073
112.0,0.004148993
84.0,0.002142959
111.0,0.004030028
40.0,0.000309591
42.0,0.000357071
42.0,0.000356258
72.0,0.001299692
28.0,0.000126787
116.0,0.004454478
31.0,0.000180657
123.0,0.005600933
20.0,6.3271e-5
126.0,0.005530943
132.0,0.006321023
51.0,0.000606318
61.0,0.000864911
69.0,0.001194878
25.0,0.00010004
95.0,0.002649936
122.0,0.006422282
132.0,0.007808671
56.0,0.000894197
77.0,0.002125706
100.0,0.004294497
115.0,0.004291176
143.0,0.007870207
47.0,0.000546687
136.0,0.008699301
26.0,0.000130628
32.0,0.000248109
22.0,0.000117957
31.0,0.000236783
134.0,0.00810489
102.0,0.003926424
96.0,0.003809846
143.0,0.009945111
139.0,0.008722854
131.0,0.0076678
115.0,0.005585734
21.0,7.6149e-5
73.0,0.001540531
23.0,0.000109497
36.0,0.000297385
148.0,0.010935692
37.0,0.000301432
72.0,0.001564839
110.0,0.005314177
55.0,0.000985165
70.0,0.001401286
44.0,0.00047094
132.0,0.007806117
131.0,0.007665826
145.0,0.010310932
143.0,0.008796069
127.0,0.00579994
60.0,0.000910798
77.0,0.001560109
77.0,0.00159936
116.0,0.004533111
37.0,0.000318491
93.0,0.003419227
126.0,0.006773788
46.0,0.000561017
84.0,0.002474771
45.0,0.000612648
26.0,0.000188895
55.0,0.000953005
118.0,0.005931713
61.0,0.001066171
53.0,0.000849389
133.0,0.008957107
117.0,0.005804624
135.0,0.008293001
121.0,0.006577786
95.0,0.003101309
47.0,0.000645248
39.0,0.000417478
64.0,0.001364763
52.0,0.000818299
130.0,0.007666356
140.0,0.009481327
84.0,0.002373618
137.0,0.008925793
145.0,0.010695606
100.0,0.003848124
61.0,0.001252215
71.0,0.001782984
46.0,0.000409145
150.0,0.00933639
112.0,0.005045758
29.0,0.000222112
34.0,0.000313087
24.0,0.000146868
84.0,0.001927765
86.0,0.002208846
108.0,0.003761235
135.0,0.006817986
79.0,0.001660556
40.0,0.000298179
86.0,0.002059987
30.0,0.000152434
106.0,0.003879169
61.0,0.000964062
136.0,0.006869584
136.0,0.008457761
24.0,0.000133502
127.0,0.007091121
108.0,0.005097542
136.0,0.008942315
92.0,0.002975064
46.0,0.000556158
139.0,0.009317991
20.0,8.1809e-5
44.0,0.000485197
125.0,0.006859044
34.0,0.000322342
