C,time
106.0,0.003537927
79.0,0.001341468
51.0,0.000477547
57.0,0.000617813
62.0,0.000737826
124.0,0.004444615
25.0,0.000110695
145.0,0.006776995
66.0,0.000918296
144.0,0.006684946
34.0,0.000187707
22.0,7.7255e-5
67.0,0.000911444
123.0,0.00494941
119.0,0.003998867
109.0,0.003220937
104.0,0.002715944
113.0,0.004164347
102.0,0.002621211
47.0,0.000540024
120.0,0.004071142
77.0,0.001267319
112.0,0.003313396
118.0,0.00389851
103.0,0.002681788
74.0,0.00115414
105.0,0.002961573
59.0,0.000661323
69.0,0.000969012
74.0,0.001156413
98.0,0.00265911
68.0,0.001228288
92.0,0.002012411
29.0,0.000131194
26.0,0.000114767
131.0,0.005219877
37.0,0.000230119
71.0,0.001000446
24.0,9.099e-5
75.0,0.001167752
39.0,0.000248004
132.0,0.005478393
21.0,8.2185e-5
144.0,0.006658997
39.0,0.000373518
119.0,0.005333769
136.0,0.005765964
144.0,0.006667397
23.0,8.7296e-5
132.0,0.00527998
107.0,0.003095234
119.0,0.003998337
144.0,0.006733594
57.0,0.000611853
46.0,0.000359856
145.0,0.006905181
78.0,0.001602574
93.0,0.002455956
21.0,0.000123579
64.0,0.000784762
119.0,0.004012091
122.0,0.004294332
115.0,0.00371383
94.0,0.002144585
119.0,0.003997038
34.0,0.000189035
130.0,0.005075177
76.0,0.001679962
108.0,0.003359839
103.0,0.002681808
38.0,0.000245387
86.0,0.00168118
29.0,0.000135823
61.0,0.000689482
44.0,0.000342751
59.0,0.000657182
148.0,0.007683211
50.0,0.000471925
129.0,0.005041502
110.0,0.00323713
36.0,0.000211046
147.0,0.007463006
63.0,0.000768983
62.0,0.00072275
31.0,0.00015686
72.0,0.001035477
75.0,0.001196129
147.0,0.007555498
21.0,0.000153978
107.0,0.003063312
37.0,0.000224479
32.0,0.000155834
61.0,0.000701054
24.0,9.7208e-5
57.0,0.000617493
34.0,0.000188919
77.0,0.001274386
35.0,0.000225235
78.0,0.001286634
106.0,0.00296649
24.0,9.5693e-5
41.0,0.000304797
108.0,0.003141773
68.0,0.000938748
26.0,0.000185192
145.0,0.006921078
131.0,0.006365373
142.0,0.006443093
35.0,0.000195789
23.0,7.3451e-5
148.0,0.007535609
58.0,0.000629974
98.0,0.002405431
96.0,0.002197184
141.0,0.006541817
66.0,0.000845314
149.0,0.007404375
139.0,0.006100332
50.0,0.000592618
44.0,0.000394542
88.0,0.001800571
33.0,0.00017757
34.0,0.000189018
100.0,0.002546058
85.0,0.00164542
120.0,0.00415254
133.0,0.005514042
44.0,0.000361574
87.0,0.001701563
28.0,0.000122525
51.0,0.000456174
79.0,0.00135204
111.0,0.003288745
104.0,0.002760305
137.0,0.005972698
76.0,0.001232579
20.0,6.7424e-5
149.0,0.007669495
58.0,0.000639698
116.0,0.003764713
133.0,0.005383081
51.0,0.000469831
75.0,0.001186086
149.0,0.00739582
105.0,0.002921301
117.0,0.003831229
30.0,0.000162377
53.0,0.000654694
58.0,0.00071265
39.0,0.000264852
34.0,0.000188584
66.0,0.000894253
79.0,0.001338544
67.0,0.000918637
124.0,0.004478823
103.0,0.002726014
147.0,0.00724475
140.0,0.006281554
61.0,0.000716209
52.0,0.000492535
145.0,0.006939443
65.0,0.000848437
109.0,0.003235181
71.0,0.001013486
108.0,0.003125062
61.0,0.000899155
111.0,0.003458421
72.0,0.001042697
94.0,0.002109504
27.0,0.000121494
47.0,0.000386189
20.0,7.1085e-5
142.0,0.006653963
149.0,0.007411149
94.0,0.002146005
113.0,0.003533203
67.0,0.000981259
36.0,0.000228622
121.0,0.004235923
120.0,0.004056654
102.0,0.002661128
109.0,0.00316559
49.0,0.00051105
39.0,0.000430209
74.0,0.001167764
32.0,0.000149506
72.0,0.001048678
132.0,0.005282079
85.0,0.001634371
59.0,0.000645483
104.0,0.00274392
133.0,0.005509784
63.0,0.000768451
149.0,0.007419764
94.0,0.002606616
73.0,0.001106437
80.0,0.001372905
114.0,0.003620084
116.0,0.003774039
82.0,0.001495128
123.0,0.00448823
42.0,0.000292359
147.0,0.00717678
96.0,0.002233441
107.0,0.003201539
26.0,0.00011344
99.0,0.002461945
37.0,0.000226534
119.0,0.004014349
113.0,0.003548516
74.0,0.001273375
129.0,0.006193905
130.0,0.005116181
96.0,0.002256581
115.0,0.003970352
75.0,0.001175639
41.0,0.000273442
60.0,0.000670347
60.0,0.000684605
84.0,0.001591337
76.0,0.001229952
126.0,0.004629347
142.0,0.006570541
44.0,0.000361603
52.0,0.000479451
133.0,0.005427253
113.0,0.003710918
98.0,0.002409975
125.0,0.004554686
140.0,0.007202123
148.0,0.007585672
80.0,0.001384786
45.0,0.00035719
148.0,0.007432798
37.0,0.000267659
26.0,0.000116684
73.0,0.001140835
25.0,0.00010837
58.0,0.001108602
85.0,0.001870906
77.0,0.001275332
137.0,0.005951951
84.0,0.001733659
143.0,0.006602813
27.0,0.000135692
113.0,0.003532853
54.0,0.00062623
121.0,0.006312196
39.0,0.000237379
35.0,0.00020505
33.0,0.000168934
133.0,0.005427229
141.0,0.006318947
59.0,0.000802492
148.0,0.007493131
70.0,0.000995076
73.0,0.001131038
